"row","col","value"
"302 Microglia NN","0065 L5 IT CTX Glut_5",0
"001 Car3 Glut","0069 L4/5 IT CTX Glut_1",0
"003 L5/6 IT TPE-ENT Glut","0069 L4/5 IT CTX Glut_1",0
"004 L6 IT CTX Glut","0069 L4/5 IT CTX Glut_1",0
"005 L5 IT CTX Glut","0069 L4/5 IT CTX Glut_1",0
"006 L4/5 IT CTX Glut","0069 L4/5 IT CTX Glut_1",0
"007 L2/3 IT CTX Glut","0069 L4/5 IT CTX Glut_1",0
"022 L5 ET CTX Glut","0069 L4/5 IT CTX Glut_1",0
"027 L6b CTX Glut","0069 L4/5 IT CTX Glut_1",0
"028 L6 CT CTX Glut","0069 L4/5 IT CTX Glut_1",0
"030 L5 NP CTX Glut","0069 L4/5 IT CTX Glut_1",0
"036 Vip Gaba","0069 L4/5 IT CTX Glut_1",0
"037 Sncg Gaba","0069 L4/5 IT CTX Glut_1",0
"039 Lamp5 Gaba","0069 L4/5 IT CTX Glut_1",0
"041 Pvalb chandelier Gaba","0069 L4/5 IT CTX Glut_1",0
"042 Pvalb Gaba","0069 L4/5 IT CTX Glut_1",0
"043 Sst Gaba","0069 L4/5 IT CTX Glut_1",0
"046 Sst Chodl Gaba","0069 L4/5 IT CTX Glut_1",0
"287 Astro-TE NN","0069 L4/5 IT CTX Glut_1",0
"294 OPC NN","0069 L4/5 IT CTX Glut_1",0
"295 Oligo NN","0069 L4/5 IT CTX Glut_1",0
"299 Peri NN","0069 L4/5 IT CTX Glut_1",0
"301 Endo NN","0069 L4/5 IT CTX Glut_1",0
"302 Microglia NN","0069 L4/5 IT CTX Glut_1",0
"001 Car3 Glut","0072 L4/5 IT CTX Glut_1",0
"003 L5/6 IT TPE-ENT Glut","0072 L4/5 IT CTX Glut_1",0
"004 L6 IT CTX Glut","0072 L4/5 IT CTX Glut_1",0.00503875968992248
"005 L5 IT CTX Glut","0072 L4/5 IT CTX Glut_1",0.00245700245700246
"006 L4/5 IT CTX Glut","0072 L4/5 IT CTX Glut_1",0.149065051356334
"007 L2/3 IT CTX Glut","0072 L4/5 IT CTX Glut_1",0
"022 L5 ET CTX Glut","0072 L4/5 IT CTX Glut_1",0
"027 L6b CTX Glut","0072 L4/5 IT CTX Glut_1",0
"028 L6 CT CTX Glut","0072 L4/5 IT CTX Glut_1",0
"030 L5 NP CTX Glut","0072 L4/5 IT CTX Glut_1",0
"036 Vip Gaba","0072 L4/5 IT CTX Glut_1",0
"037 Sncg Gaba","0072 L4/5 IT CTX Glut_1",0
"039 Lamp5 Gaba","0072 L4/5 IT CTX Glut_1",0
"041 Pvalb chandelier Gaba","0072 L4/5 IT CTX Glut_1",0
"042 Pvalb Gaba","0072 L4/5 IT CTX Glut_1",0
"043 Sst Gaba","0072 L4/5 IT CTX Glut_1",0
"046 Sst Chodl Gaba","0072 L4/5 IT CTX Glut_1",0
"287 Astro-TE NN","0072 L4/5 IT CTX Glut_1",0
"294 OPC NN","0072 L4/5 IT CTX Glut_1",0
"295 Oligo NN","0072 L4/5 IT CTX Glut_1",0
"299 Peri NN","0072 L4/5 IT CTX Glut_1",0
"301 Endo NN","0072 L4/5 IT CTX Glut_1",0
"302 Microglia NN","0072 L4/5 IT CTX Glut_1",0
"001 Car3 Glut","0075 L4/5 IT CTX Glut_2",0
"003 L5/6 IT TPE-ENT Glut","0075 L4/5 IT CTX Glut_2",0
"004 L6 IT CTX Glut","0075 L4/5 IT CTX Glut_2",0
"005 L5 IT CTX Glut","0075 L4/5 IT CTX Glut_2",0.0257985257985258
"006 L4/5 IT CTX Glut","0075 L4/5 IT CTX Glut_2",0.08928101132473
"007 L2/3 IT CTX Glut","0075 L4/5 IT CTX Glut_2",0
"022 L5 ET CTX Glut","0075 L4/5 IT CTX Glut_2",0
"027 L6b CTX Glut","0075 L4/5 IT CTX Glut_2",0
"028 L6 CT CTX Glut","0075 L4/5 IT CTX Glut_2",0
"030 L5 NP CTX Glut","0075 L4/5 IT CTX Glut_2",0
"036 Vip Gaba","0075 L4/5 IT CTX Glut_2",0
"037 Sncg Gaba","0075 L4/5 IT CTX Glut_2",0
"039 Lamp5 Gaba","0075 L4/5 IT CTX Glut_2",0
"041 Pvalb chandelier Gaba","0075 L4/5 IT CTX Glut_2",0
"042 Pvalb Gaba","0075 L4/5 IT CTX Glut_2",0
"043 Sst Gaba","0075 L4/5 IT CTX Glut_2",0
"046 Sst Chodl Gaba","0075 L4/5 IT CTX Glut_2",0
"287 Astro-TE NN","0075 L4/5 IT CTX Glut_2",0
"294 OPC NN","0075 L4/5 IT CTX Glut_2",0
"295 Oligo NN","0075 L4/5 IT CTX Glut_2",0
"299 Peri NN","0075 L4/5 IT CTX Glut_2",0
"301 Endo NN","0075 L4/5 IT CTX Glut_2",0
"302 Microglia NN","0075 L4/5 IT CTX Glut_2",0
"001 Car3 Glut","0076 L4/5 IT CTX Glut_2",0
"003 L5/6 IT TPE-ENT Glut","0076 L4/5 IT CTX Glut_2",0
"004 L6 IT CTX Glut","0076 L4/5 IT CTX Glut_2",0
"005 L5 IT CTX Glut","0076 L4/5 IT CTX Glut_2",0
"006 L4/5 IT CTX Glut","0076 L4/5 IT CTX Glut_2",0.0284435080326574
"007 L2/3 IT CTX Glut","0076 L4/5 IT CTX Glut_2",0
"022 L5 ET CTX Glut","0076 L4/5 IT CTX Glut_2",0
"027 L6b CTX Glut","0076 L4/5 IT CTX Glut_2",0
"028 L6 CT CTX Glut","0076 L4/5 IT CTX Glut_2",0
"030 L5 NP CTX Glut","0076 L4/5 IT CTX Glut_2",0
"036 Vip Gaba","0076 L4/5 IT CTX Glut_2",0
"037 Sncg Gaba","0076 L4/5 IT CTX Glut_2",0
"039 Lamp5 Gaba","0076 L4/5 IT CTX Glut_2",0
"041 Pvalb chandelier Gaba","0076 L4/5 IT CTX Glut_2",0
"042 Pvalb Gaba","0076 L4/5 IT CTX Glut_2",0
"043 Sst Gaba","0076 L4/5 IT CTX Glut_2",0
"046 Sst Chodl Gaba","0076 L4/5 IT CTX Glut_2",0
"287 Astro-TE NN","0076 L4/5 IT CTX Glut_2",0
"294 OPC NN","0076 L4/5 IT CTX Glut_2",0
"295 Oligo NN","0076 L4/5 IT CTX Glut_2",0
"299 Peri NN","0076 L4/5 IT CTX Glut_2",0
"301 Endo NN","0076 L4/5 IT CTX Glut_2",0
"302 Microglia NN","0076 L4/5 IT CTX Glut_2",0
"001 Car3 Glut","0078 L4/5 IT CTX Glut_2",0
"003 L5/6 IT TPE-ENT Glut","0078 L4/5 IT CTX Glut_2",0
"004 L6 IT CTX Glut","0078 L4/5 IT CTX Glut_2",0
"005 L5 IT CTX Glut","0078 L4/5 IT CTX Glut_2",0.0110565110565111
"006 L4/5 IT CTX Glut","0078 L4/5 IT CTX Glut_2",0.100869107189887
"007 L2/3 IT CTX Glut","0078 L4/5 IT CTX Glut_2",0
"022 L5 ET CTX Glut","0078 L4/5 IT CTX Glut_2",0
"027 L6b CTX Glut","0078 L4/5 IT CTX Glut_2",0
"028 L6 CT CTX Glut","0078 L4/5 IT CTX Glut_2",0
"030 L5 NP CTX Glut","0078 L4/5 IT CTX Glut_2",0
"036 Vip Gaba","0078 L4/5 IT CTX Glut_2",0
"037 Sncg Gaba","0078 L4/5 IT CTX Glut_2",0
"039 Lamp5 Gaba","0078 L4/5 IT CTX Glut_2",0
"041 Pvalb chandelier Gaba","0078 L4/5 IT CTX Glut_2",0.00645161290322581
"042 Pvalb Gaba","0078 L4/5 IT CTX Glut_2",0
"043 Sst Gaba","0078 L4/5 IT CTX Glut_2",0.000412541254125413
"046 Sst Chodl Gaba","0078 L4/5 IT CTX Glut_2",0
"287 Astro-TE NN","0078 L4/5 IT CTX Glut_2",0
"294 OPC NN","0078 L4/5 IT CTX Glut_2",0
"295 Oligo NN","0078 L4/5 IT CTX Glut_2",0
"299 Peri NN","0078 L4/5 IT CTX Glut_2",0
"301 Endo NN","0078 L4/5 IT CTX Glut_2",0
"302 Microglia NN","0078 L4/5 IT CTX Glut_2",0
"001 Car3 Glut","0083 L4/5 IT CTX Glut_3",0
"003 L5/6 IT TPE-ENT Glut","0083 L4/5 IT CTX Glut_3",0.0967078189300412
"004 L6 IT CTX Glut","0083 L4/5 IT CTX Glut_3",0
"005 L5 IT CTX Glut","0083 L4/5 IT CTX Glut_3",0.0110565110565111
"006 L4/5 IT CTX Glut","0083 L4/5 IT CTX Glut_3",0.0484593099815644
"007 L2/3 IT CTX Glut","0083 L4/5 IT CTX Glut_3",0
"022 L5 ET CTX Glut","0083 L4/5 IT CTX Glut_3",0
"027 L6b CTX Glut","0083 L4/5 IT CTX Glut_3",0
"028 L6 CT CTX Glut","0083 L4/5 IT CTX Glut_3",0
"030 L5 NP CTX Glut","0083 L4/5 IT CTX Glut_3",0
"036 Vip Gaba","0083 L4/5 IT CTX Glut_3",0
"037 Sncg Gaba","0083 L4/5 IT CTX Glut_3",0
"039 Lamp5 Gaba","0083 L4/5 IT CTX Glut_3",0
"041 Pvalb chandelier Gaba","0083 L4/5 IT CTX Glut_3",0
"042 Pvalb Gaba","0083 L4/5 IT CTX Glut_3",0
"043 Sst Gaba","0083 L4/5 IT CTX Glut_3",0
"046 Sst Chodl Gaba","0083 L4/5 IT CTX Glut_3",0
"287 Astro-TE NN","0083 L4/5 IT CTX Glut_3",0
"294 OPC NN","0083 L4/5 IT CTX Glut_3",0
"295 Oligo NN","0083 L4/5 IT CTX Glut_3",0
"299 Peri NN","0083 L4/5 IT CTX Glut_3",0
"301 Endo NN","0083 L4/5 IT CTX Glut_3",0
"302 Microglia NN","0083 L4/5 IT CTX Glut_3",0
"001 Car3 Glut","0084 L4/5 IT CTX Glut_3",0
"003 L5/6 IT TPE-ENT Glut","0084 L4/5 IT CTX Glut_3",0
"004 L6 IT CTX Glut","0084 L4/5 IT CTX Glut_3",0.000775193798449612
"005 L5 IT CTX Glut","0084 L4/5 IT CTX Glut_3",0.0294840294840295
"006 L4/5 IT CTX Glut","0084 L4/5 IT CTX Glut_3",0.0626810639978931
"007 L2/3 IT CTX Glut","0084 L4/5 IT CTX Glut_3",0
"022 L5 ET CTX Glut","0084 L4/5 IT CTX Glut_3",0
"027 L6b CTX Glut","0084 L4/5 IT CTX Glut_3",0
"028 L6 CT CTX Glut","0084 L4/5 IT CTX Glut_3",0
"030 L5 NP CTX Glut","0084 L4/5 IT CTX Glut_3",0
"036 Vip Gaba","0084 L4/5 IT CTX Glut_3",0
"037 Sncg Gaba","0084 L4/5 IT CTX Glut_3",0
"039 Lamp5 Gaba","0084 L4/5 IT CTX Glut_3",0
"041 Pvalb chandelier Gaba","0084 L4/5 IT CTX Glut_3",0
"042 Pvalb Gaba","0084 L4/5 IT CTX Glut_3",0.000802568218298555
"043 Sst Gaba","0084 L4/5 IT CTX Glut_3",0
"046 Sst Chodl Gaba","0084 L4/5 IT CTX Glut_3",0
"287 Astro-TE NN","0084 L4/5 IT CTX Glut_3",0
"294 OPC NN","0084 L4/5 IT CTX Glut_3",0
"295 Oligo NN","0084 L4/5 IT CTX Glut_3",0
"299 Peri NN","0084 L4/5 IT CTX Glut_3",0
"301 Endo NN","0084 L4/5 IT CTX Glut_3",0
"302 Microglia NN","0084 L4/5 IT CTX Glut_3",0
"001 Car3 Glut","0090 L4/5 IT CTX Glut_4",0
"003 L5/6 IT TPE-ENT Glut","0090 L4/5 IT CTX Glut_4",0
"004 L6 IT CTX Glut","0090 L4/5 IT CTX Glut_4",0.00542635658914729
"005 L5 IT CTX Glut","0090 L4/5 IT CTX Glut_4",0.00122850122850123
"006 L4/5 IT CTX Glut","0090 L4/5 IT CTX Glut_4",0.0592573084013695
"007 L2/3 IT CTX Glut","0090 L4/5 IT CTX Glut_4",0
"022 L5 ET CTX Glut","0090 L4/5 IT CTX Glut_4",0
"027 L6b CTX Glut","0090 L4/5 IT CTX Glut_4",0
"028 L6 CT CTX Glut","0090 L4/5 IT CTX Glut_4",0
"030 L5 NP CTX Glut","0090 L4/5 IT CTX Glut_4",0
"036 Vip Gaba","0090 L4/5 IT CTX Glut_4",0
"037 Sncg Gaba","0090 L4/5 IT CTX Glut_4",0
"039 Lamp5 Gaba","0090 L4/5 IT CTX Glut_4",0
"041 Pvalb chandelier Gaba","0090 L4/5 IT CTX Glut_4",0
"042 Pvalb Gaba","0090 L4/5 IT CTX Glut_4",0
"043 Sst Gaba","0090 L4/5 IT CTX Glut_4",0
"046 Sst Chodl Gaba","0090 L4/5 IT CTX Glut_4",0
"287 Astro-TE NN","0090 L4/5 IT CTX Glut_4",0
"294 OPC NN","0090 L4/5 IT CTX Glut_4",0
"295 Oligo NN","0090 L4/5 IT CTX Glut_4",0
"299 Peri NN","0090 L4/5 IT CTX Glut_4",0
"301 Endo NN","0090 L4/5 IT CTX Glut_4",0
"302 Microglia NN","0090 L4/5 IT CTX Glut_4",0
"001 Car3 Glut","0091 L4/5 IT CTX Glut_4",0
"003 L5/6 IT TPE-ENT Glut","0091 L4/5 IT CTX Glut_4",0
"004 L6 IT CTX Glut","0091 L4/5 IT CTX Glut_4",0.00387596899224806
"005 L5 IT CTX Glut","0091 L4/5 IT CTX Glut_4",0.00245700245700246
"006 L4/5 IT CTX Glut","0091 L4/5 IT CTX Glut_4",0.131946273373716
"007 L2/3 IT CTX Glut","0091 L4/5 IT CTX Glut_4",0
"022 L5 ET CTX Glut","0091 L4/5 IT CTX Glut_4",0
"027 L6b CTX Glut","0091 L4/5 IT CTX Glut_4",0
"028 L6 CT CTX Glut","0091 L4/5 IT CTX Glut_4",0
"030 L5 NP CTX Glut","0091 L4/5 IT CTX Glut_4",0.000890471950133571
"036 Vip Gaba","0091 L4/5 IT CTX Glut_4",0
"037 Sncg Gaba","0091 L4/5 IT CTX Glut_4",0
"039 Lamp5 Gaba","0091 L4/5 IT CTX Glut_4",0
"041 Pvalb chandelier Gaba","0091 L4/5 IT CTX Glut_4",0
"042 Pvalb Gaba","0091 L4/5 IT CTX Glut_4",0
"043 Sst Gaba","0091 L4/5 IT CTX Glut_4",0
"046 Sst Chodl Gaba","0091 L4/5 IT CTX Glut_4",0
"287 Astro-TE NN","0091 L4/5 IT CTX Glut_4",0
"294 OPC NN","0091 L4/5 IT CTX Glut_4",0
"295 Oligo NN","0091 L4/5 IT CTX Glut_4",0
"299 Peri NN","0091 L4/5 IT CTX Glut_4",0
"301 Endo NN","0091 L4/5 IT CTX Glut_4",0
"302 Microglia NN","0091 L4/5 IT CTX Glut_4",0
"001 Car3 Glut","0094 L4/5 IT CTX Glut_4",0
"003 L5/6 IT TPE-ENT Glut","0094 L4/5 IT CTX Glut_4",0
"004 L6 IT CTX Glut","0094 L4/5 IT CTX Glut_4",0
"005 L5 IT CTX Glut","0094 L4/5 IT CTX Glut_4",0
"006 L4/5 IT CTX Glut","0094 L4/5 IT CTX Glut_4",0.0816434026863313
"007 L2/3 IT CTX Glut","0094 L4/5 IT CTX Glut_4",0.0115761353517364
"022 L5 ET CTX Glut","0094 L4/5 IT CTX Glut_4",0
"027 L6b CTX Glut","0094 L4/5 IT CTX Glut_4",0
"028 L6 CT CTX Glut","0094 L4/5 IT CTX Glut_4",0
"030 L5 NP CTX Glut","0094 L4/5 IT CTX Glut_4",0
"036 Vip Gaba","0094 L4/5 IT CTX Glut_4",0
"037 Sncg Gaba","0094 L4/5 IT CTX Glut_4",0
"039 Lamp5 Gaba","0094 L4/5 IT CTX Glut_4",0
"041 Pvalb chandelier Gaba","0094 L4/5 IT CTX Glut_4",0
"042 Pvalb Gaba","0094 L4/5 IT CTX Glut_4",0
"043 Sst Gaba","0094 L4/5 IT CTX Glut_4",0
"046 Sst Chodl Gaba","0094 L4/5 IT CTX Glut_4",0
"287 Astro-TE NN","0094 L4/5 IT CTX Glut_4",0
"294 OPC NN","0094 L4/5 IT CTX Glut_4",0
"295 Oligo NN","0094 L4/5 IT CTX Glut_4",0
"299 Peri NN","0094 L4/5 IT CTX Glut_4",0
"301 Endo NN","0094 L4/5 IT CTX Glut_4",0
"302 Microglia NN","0094 L4/5 IT CTX Glut_4",0
"001 Car3 Glut","0096 L4/5 IT CTX Glut_5",0
"003 L5/6 IT TPE-ENT Glut","0096 L4/5 IT CTX Glut_5",0
"004 L6 IT CTX Glut","0096 L4/5 IT CTX Glut_5",0
"005 L5 IT CTX Glut","0096 L4/5 IT CTX Glut_5",0
"006 L4/5 IT CTX Glut","0096 L4/5 IT CTX Glut_5",0.109823544903871
"007 L2/3 IT CTX Glut","0096 L4/5 IT CTX Glut_5",0
"022 L5 ET CTX Glut","0096 L4/5 IT CTX Glut_5",0
"027 L6b CTX Glut","0096 L4/5 IT CTX Glut_5",0
"028 L6 CT CTX Glut","0096 L4/5 IT CTX Glut_5",0
"030 L5 NP CTX Glut","0096 L4/5 IT CTX Glut_5",0
"036 Vip Gaba","0096 L4/5 IT CTX Glut_5",0
"037 Sncg Gaba","0096 L4/5 IT CTX Glut_5",0
"039 Lamp5 Gaba","0096 L4/5 IT CTX Glut_5",0
"041 Pvalb chandelier Gaba","0096 L4/5 IT CTX Glut_5",0
"042 Pvalb Gaba","0096 L4/5 IT CTX Glut_5",0
"043 Sst Gaba","0096 L4/5 IT CTX Glut_5",0.000412541254125413
"046 Sst Chodl Gaba","0096 L4/5 IT CTX Glut_5",0
"287 Astro-TE NN","0096 L4/5 IT CTX Glut_5",0
"294 OPC NN","0096 L4/5 IT CTX Glut_5",0
"295 Oligo NN","0096 L4/5 IT CTX Glut_5",0
"299 Peri NN","0096 L4/5 IT CTX Glut_5",0
"301 Endo NN","0096 L4/5 IT CTX Glut_5",0
"302 Microglia NN","0096 L4/5 IT CTX Glut_5",0
"001 Car3 Glut","0098 L4/5 IT CTX Glut_5",0
"003 L5/6 IT TPE-ENT Glut","0098 L4/5 IT CTX Glut_5",0
"004 L6 IT CTX Glut","0098 L4/5 IT CTX Glut_5",0
"005 L5 IT CTX Glut","0098 L4/5 IT CTX Glut_5",0
"006 L4/5 IT CTX Glut","0098 L4/5 IT CTX Glut_5",0.0421385304187516
"007 L2/3 IT CTX Glut","0098 L4/5 IT CTX Glut_5",0.00178094390026714
"022 L5 ET CTX Glut","0098 L4/5 IT CTX Glut_5",0
"027 L6b CTX Glut","0098 L4/5 IT CTX Glut_5",0
"028 L6 CT CTX Glut","0098 L4/5 IT CTX Glut_5",0
"030 L5 NP CTX Glut","0098 L4/5 IT CTX Glut_5",0
"036 Vip Gaba","0098 L4/5 IT CTX Glut_5",0
"037 Sncg Gaba","0098 L4/5 IT CTX Glut_5",0
"039 Lamp5 Gaba","0098 L4/5 IT CTX Glut_5",0
"041 Pvalb chandelier Gaba","0098 L4/5 IT CTX Glut_5",0
"042 Pvalb Gaba","0098 L4/5 IT CTX Glut_5",0
"043 Sst Gaba","0098 L4/5 IT CTX Glut_5",0
"046 Sst Chodl Gaba","0098 L4/5 IT CTX Glut_5",0
"287 Astro-TE NN","0098 L4/5 IT CTX Glut_5",0
"294 OPC NN","0098 L4/5 IT CTX Glut_5",0
"295 Oligo NN","0098 L4/5 IT CTX Glut_5",0
"299 Peri NN","0098 L4/5 IT CTX Glut_5",0
"301 Endo NN","0098 L4/5 IT CTX Glut_5",0
"302 Microglia NN","0098 L4/5 IT CTX Glut_5",0
"001 Car3 Glut","0099 L4/5 IT CTX Glut_5",0
"003 L5/6 IT TPE-ENT Glut","0099 L4/5 IT CTX Glut_5",0
"004 L6 IT CTX Glut","0099 L4/5 IT CTX Glut_5",0.000775193798449612
"005 L5 IT CTX Glut","0099 L4/5 IT CTX Glut_5",0
"006 L4/5 IT CTX Glut","0099 L4/5 IT CTX Glut_5",0.0474058467210956
"007 L2/3 IT CTX Glut","0099 L4/5 IT CTX Glut_5",0.00267141585040071
"022 L5 ET CTX Glut","0099 L4/5 IT CTX Glut_5",0
"027 L6b CTX Glut","0099 L4/5 IT CTX Glut_5",0
"028 L6 CT CTX Glut","0099 L4/5 IT CTX Glut_5",0
"030 L5 NP CTX Glut","0099 L4/5 IT CTX Glut_5",0
"036 Vip Gaba","0099 L4/5 IT CTX Glut_5",0
"037 Sncg Gaba","0099 L4/5 IT CTX Glut_5",0
"039 Lamp5 Gaba","0099 L4/5 IT CTX Glut_5",0
"041 Pvalb chandelier Gaba","0099 L4/5 IT CTX Glut_5",0
"042 Pvalb Gaba","0099 L4/5 IT CTX Glut_5",0
"043 Sst Gaba","0099 L4/5 IT CTX Glut_5",0
"046 Sst Chodl Gaba","0099 L4/5 IT CTX Glut_5",0
"287 Astro-TE NN","0099 L4/5 IT CTX Glut_5",0
"294 OPC NN","0099 L4/5 IT CTX Glut_5",0
"295 Oligo NN","0099 L4/5 IT CTX Glut_5",0
"299 Peri NN","0099 L4/5 IT CTX Glut_5",0
"301 Endo NN","0099 L4/5 IT CTX Glut_5",0
"302 Microglia NN","0099 L4/5 IT CTX Glut_5",0
"001 Car3 Glut","0104 L2/3 IT CTX Glut_1",0
"003 L5/6 IT TPE-ENT Glut","0104 L2/3 IT CTX Glut_1",0
"004 L6 IT CTX Glut","0104 L2/3 IT CTX Glut_1",0.000775193798449612
"005 L5 IT CTX Glut","0104 L2/3 IT CTX Glut_1",0.00122850122850123
"006 L4/5 IT CTX Glut","0104 L2/3 IT CTX Glut_1",0.00105346326046879
"007 L2/3 IT CTX Glut","0104 L2/3 IT CTX Glut_1",0.153161175422974
"022 L5 ET CTX Glut","0104 L2/3 IT CTX Glut_1",0
"027 L6b CTX Glut","0104 L2/3 IT CTX Glut_1",0
"028 L6 CT CTX Glut","0104 L2/3 IT CTX Glut_1",0
"030 L5 NP CTX Glut","0104 L2/3 IT CTX Glut_1",0
"036 Vip Gaba","0104 L2/3 IT CTX Glut_1",0
"037 Sncg Gaba","0104 L2/3 IT CTX Glut_1",0
"039 Lamp5 Gaba","0104 L2/3 IT CTX Glut_1",0
"041 Pvalb chandelier Gaba","0104 L2/3 IT CTX Glut_1",0
"042 Pvalb Gaba","0104 L2/3 IT CTX Glut_1",0
"043 Sst Gaba","0104 L2/3 IT CTX Glut_1",0
"046 Sst Chodl Gaba","0104 L2/3 IT CTX Glut_1",0
"287 Astro-TE NN","0104 L2/3 IT CTX Glut_1",0
"294 OPC NN","0104 L2/3 IT CTX Glut_1",0
"295 Oligo NN","0104 L2/3 IT CTX Glut_1",0
"299 Peri NN","0104 L2/3 IT CTX Glut_1",0
"301 Endo NN","0104 L2/3 IT CTX Glut_1",0
"302 Microglia NN","0104 L2/3 IT CTX Glut_1",0
"001 Car3 Glut","0105 L2/3 IT CTX Glut_1",0
"003 L5/6 IT TPE-ENT Glut","0105 L2/3 IT CTX Glut_1",0
"004 L6 IT CTX Glut","0105 L2/3 IT CTX Glut_1",0.000387596899224806
"005 L5 IT CTX Glut","0105 L2/3 IT CTX Glut_1",0
"006 L4/5 IT CTX Glut","0105 L2/3 IT CTX Glut_1",0.000790097445351593
"007 L2/3 IT CTX Glut","0105 L2/3 IT CTX Glut_1",0.194122885129118
"022 L5 ET CTX Glut","0105 L2/3 IT CTX Glut_1",0
"027 L6b CTX Glut","0105 L2/3 IT CTX Glut_1",0
"028 L6 CT CTX Glut","0105 L2/3 IT CTX Glut_1",0
"030 L5 NP CTX Glut","0105 L2/3 IT CTX Glut_1",0
"036 Vip Gaba","0105 L2/3 IT CTX Glut_1",0
"037 Sncg Gaba","0105 L2/3 IT CTX Glut_1",0
"039 Lamp5 Gaba","0105 L2/3 IT CTX Glut_1",0
"041 Pvalb chandelier Gaba","0105 L2/3 IT CTX Glut_1",0
"042 Pvalb Gaba","0105 L2/3 IT CTX Glut_1",0
"043 Sst Gaba","0105 L2/3 IT CTX Glut_1",0.000412541254125413
"046 Sst Chodl Gaba","0105 L2/3 IT CTX Glut_1",0
"287 Astro-TE NN","0105 L2/3 IT CTX Glut_1",0
"294 OPC NN","0105 L2/3 IT CTX Glut_1",0
"295 Oligo NN","0105 L2/3 IT CTX Glut_1",0
"299 Peri NN","0105 L2/3 IT CTX Glut_1",0
"301 Endo NN","0105 L2/3 IT CTX Glut_1",0.0101010101010101
"302 Microglia NN","0105 L2/3 IT CTX Glut_1",0
"001 Car3 Glut","0106 L2/3 IT CTX Glut_1",0
"003 L5/6 IT TPE-ENT Glut","0106 L2/3 IT CTX Glut_1",0.00205761316872428
"004 L6 IT CTX Glut","0106 L2/3 IT CTX Glut_1",0
"005 L5 IT CTX Glut","0106 L2/3 IT CTX Glut_1",0
"006 L4/5 IT CTX Glut","0106 L2/3 IT CTX Glut_1",0
"007 L2/3 IT CTX Glut","0106 L2/3 IT CTX Glut_1",0.276046304541407
"022 L5 ET CTX Glut","0106 L2/3 IT CTX Glut_1",0
"027 L6b CTX Glut","0106 L2/3 IT CTX Glut_1",0
"028 L6 CT CTX Glut","0106 L2/3 IT CTX Glut_1",0
"030 L5 NP CTX Glut","0106 L2/3 IT CTX Glut_1",0
"036 Vip Gaba","0106 L2/3 IT CTX Glut_1",0
"037 Sncg Gaba","0106 L2/3 IT CTX Glut_1",0
"039 Lamp5 Gaba","0106 L2/3 IT CTX Glut_1",0
"041 Pvalb chandelier Gaba","0106 L2/3 IT CTX Glut_1",0
"042 Pvalb Gaba","0106 L2/3 IT CTX Glut_1",0.000802568218298555
"043 Sst Gaba","0106 L2/3 IT CTX Glut_1",0
"046 Sst Chodl Gaba","0106 L2/3 IT CTX Glut_1",0
"287 Astro-TE NN","0106 L2/3 IT CTX Glut_1",0
"294 OPC NN","0106 L2/3 IT CTX Glut_1",0
"295 Oligo NN","0106 L2/3 IT CTX Glut_1",0
"299 Peri NN","0106 L2/3 IT CTX Glut_1",0
"301 Endo NN","0106 L2/3 IT CTX Glut_1",0
"302 Microglia NN","0106 L2/3 IT CTX Glut_1",0
"001 Car3 Glut","0109 L2/3 IT CTX Glut_2",0
"003 L5/6 IT TPE-ENT Glut","0109 L2/3 IT CTX Glut_2",0
"004 L6 IT CTX Glut","0109 L2/3 IT CTX Glut_2",0
"005 L5 IT CTX Glut","0109 L2/3 IT CTX Glut_2",0
"006 L4/5 IT CTX Glut","0109 L2/3 IT CTX Glut_2",0.0181722412430866
"007 L2/3 IT CTX Glut","0109 L2/3 IT CTX Glut_2",0.34906500445236
"022 L5 ET CTX Glut","0109 L2/3 IT CTX Glut_2",0
"027 L6b CTX Glut","0109 L2/3 IT CTX Glut_2",0
"028 L6 CT CTX Glut","0109 L2/3 IT CTX Glut_2",0
"030 L5 NP CTX Glut","0109 L2/3 IT CTX Glut_2",0.000890471950133571
"036 Vip Gaba","0109 L2/3 IT CTX Glut_2",0
"037 Sncg Gaba","0109 L2/3 IT CTX Glut_2",0
"039 Lamp5 Gaba","0109 L2/3 IT CTX Glut_2",0
"041 Pvalb chandelier Gaba","0109 L2/3 IT CTX Glut_2",0
"042 Pvalb Gaba","0109 L2/3 IT CTX Glut_2",0
"043 Sst Gaba","0109 L2/3 IT CTX Glut_2",0
"046 Sst Chodl Gaba","0109 L2/3 IT CTX Glut_2",0
"287 Astro-TE NN","0109 L2/3 IT CTX Glut_2",0
"294 OPC NN","0109 L2/3 IT CTX Glut_2",0
"295 Oligo NN","0109 L2/3 IT CTX Glut_2",0
"299 Peri NN","0109 L2/3 IT CTX Glut_2",0
"301 Endo NN","0109 L2/3 IT CTX Glut_2",0
"302 Microglia NN","0109 L2/3 IT CTX Glut_2",0
"001 Car3 Glut","0351 L5 ET CTX Glut_1",0
"003 L5/6 IT TPE-ENT Glut","0351 L5 ET CTX Glut_1",0
"004 L6 IT CTX Glut","0351 L5 ET CTX Glut_1",0
"005 L5 IT CTX Glut","0351 L5 ET CTX Glut_1",0
"006 L4/5 IT CTX Glut","0351 L5 ET CTX Glut_1",0
"007 L2/3 IT CTX Glut","0351 L5 ET CTX Glut_1",0
