"query","0004 Car3 Glut_1","0026 L5/6 IT TPE-ENT Glut_2","0029 L5/6 IT TPE-ENT Glut_3","0034 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1","0036 L6 IT CTX Glut_1","0037 L6 IT CTX Glut_1","0038 L6 IT CTX Glut_2","0041 L6 IT CTX Glut_2","0042 L6 IT CTX Glut_2","0044 L6 IT CTX Glut_3","0049 L6 IT CTX Glut_4","0053 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5","0055 L5 IT CTX Glut_1","0056 L5 IT CTX Glut_1","0065 L5 IT CTX Glut_5","0069 L4/5 IT CTX Glut_1","0072 L4/5 IT CTX Glut_1","0075 L4/5 IT CTX Glut_2","0076 L4/5 IT CTX Glut_2","0078 L4/5 IT CTX Glut_2","0083 L4/5 IT CTX Glut_3","0084 L4/5 IT CTX Glut_3","0090 L4/5 IT CTX Glut_4","0091 L4/5 IT CTX Glut_4","0094 L4/5 IT CTX Glut_4","0096 L4/5 IT CTX Glut_5","0098 L4/5 IT CTX Glut_5","0099 L4/5 IT CTX Glut_5","0104 L2/3 IT CTX Glut_1","0105 L2/3 IT CTX Glut_1","0106 L2/3 IT CTX Glut_1","0109 L2/3 IT CTX Glut_2","0351 L5 ET CTX Glut_1","0352 L5 ET CTX Glut_1","0361 L5 ET CTX Glut_2","0362 L5 ET CTX Glut_2","0377 L5 ET CTX Glut_5","0379 L5 ET CTX Glut_5","0421 L6b CTX Glut_1","0430 L6b CTX Glut_3","0433 L6 CT CTX Glut_1","0436 L6 CT CTX Glut_1","0439 L6 CT CTX Glut_2","0440 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2","0445 L6 CT CTX Glut_3","0449 L6 CT CTX Glut_5","0452 L6 CT CTX Glut_5","0461 L5 NP CTX Glut_2","0463 L5 NP CTX Glut_2","0465 L5 NP CTX Glut_3","0470 L5 NP CTX Glut_4","0497 Vip Gaba_1","0513 Vip Gaba_3","0514 Vip Gaba_3","0516 Vip Gaba_3","0522 Vip Gaba_4","0527 Vip Gaba_5","0529 Vip Gaba_5","0533 Vip Gaba_6","0547 Sncg Gaba_6","0553 Sncg Gaba_3","0560 Sncg Gaba_4","0580 Lamp5 Gaba_1","0581 Lamp5 Gaba_1","0582 Lamp5 Gaba_1","0587 Lamp5 Gaba_2","0605 Pvalb chandelier Gaba","0607 Pvalb Gaba_1","0618 Pvalb Gaba_3","0619 Pvalb Gaba_3","0620 Pvalb Gaba_8","0621 Pvalb Gaba_3","0624 Pvalb Gaba_4","0625 Pvalb Gaba_5","0628 Pvalb Gaba_4","0631 Sst Gaba_13","0638 Sst Gaba_1","0641 Sst Gaba_12","0664 Sst Gaba_4","0665 Sst Gaba_11","0666 Sst Gaba_4","0668 Sst Gaba_4","0669 Sst Gaba_4","0673 Sst Gaba_16","0675 Sst Gaba_5","0677 Sst Gaba_5","0688 Sst Gaba_7","0695 Sst Gaba_10","0697 Sst Gaba_8","0731 Sst Chodl Gaba_4","5113 Astro-TE NN_3","5146 OPC NN_1","5150 COP NN","5158 MOL NN","5182 Peri NN","5188 Endo NN","5190 Microglia NN"
"036 Vip Gaba",0.287964254208057,0.245097778790313,0.388531264894736,0.35426530134295,0.338135808523721,0.343247970221129,0.327980789898622,0.244991420845817,0.278906830481505,0.295910156940199,0.275359047769643,0.361952494424651,0.302173639740836,0.255625703721376,0.203072417780216,0.240044660082822,0.358695869400418,0.260821983066479,0.221479037668112,0.282954335429021,0.179900671693256,0.236798955037369,0.300019042828445,0.132868706864125,0.353939088106368,0.336337876931313,0.244094706687627,0.21375660306599,0.284325746575815,0.282264870487623,0.449283033527375,0.262917567007859,0.407237555857113,0.183967701593713,0.192680655181202,0.146001962349197,0.154280348588502,0.301600511447596,0.208939579470286,0.21356921434429,0.135526621485745,0.14583062385322,0.114585234898179,0.0939810909434931,0.181423164199351,0.128456985147072,0.179520640140474,0.218232905059062,0.257402155704419,0.202295355165796,0.639177175190509,0.616273160414413,0.555577592875414,0.484983837058556,0.975690432553791,0.990842544802635,0.982249122140887,0.986918314793438,0.985062326721625,0.997316734672472,0.988519937011669,0.973244711076957,0.944962834617779,0.956572332936442,0.934171174954151,0.910624958789871,0.881904770846354,0.898146465557643,0.946371790628701,0.824517321774624,0.76640234326286,0.726525581383164,0.721446888584458,0.722406591527497,0.713894358852061,0.712747095661791,0.714900169977529,0.723272279277547,0.777054327534338,0.765065598032294,0.775082742900612,0.790449825926134,0.787112145625855,0.82109421192033,0.798364464597201,0.797070582286216,0.750143612232879,0.728606209582306,0.759018326358232,0.773834934969068,0.781491668593329,0.739344408849475,0.824058344791276,0.740769945164349,0.882792763408,0.71664306970209,0.746941038557971,0.536563551400054,0.488560078829764,0.579129636711519
"037 Sncg Gaba",0.437770622334043,0.29467054606327,0.371870827883052,0.397071482746196,0.359104762585642,0.373638905027509,0.295150690802119,0.299303619583659,0.354974585409254,0.34510059360247,0.190128635467678,0.413158520539186,0.351853954775756,0.304739733729858,0.221428778699879,0.337661276072835,0.304571478110443,0.236488269105262,0.248895624264647,0.180650439450968,0.269250498685873,0.192987751292952,0.271426587767633,0.249862605620585,0.30774224821772,0.282874360192635,0.223818824824567,0.208288934697576,0.250829876100526,0.241528833418057,0.29539982639376,0.19407945368653,0.2646487580052,0.249551511626039,0.303531050277141,0.286484696079964,0.274265788423593,0.374312826850647,0.36024632425528,0.335993281444008,0.414639502550528,0.561995559463083,0.0762683805659043,0.0602848311140501,0.150145632409456,0.108275141907332,0.0827094838201941,0.12243616753545,0.285196719454581,0.193142168772173,0.40088930660424,0.351396286588247,0.270047120488479,0.183634777157769,0.935068705795701,0.934533336332679,0.952316911470838,0.918508710359749,0.924452461192868,0.930858078772102,0.951735381153564,0.971511298950173,0.997888971037777,0.994596308746397,0.99822012180677,0.92591540994546,0.920370425547766,0.929605009510281,0.951693583660492,0.861700050628828,0.76369876423734,0.73541074966042,0.721734456499663,0.731953414597211,0.72134273619685,0.763039210593336,0.730686637649091,0.76751665438277,0.796353310519827,0.782144967134005,0.754882571034584,0.769338748833049,0.760445896292111,0.75705662433611,0.768113717381525,0.763339716843664,0.745838954498982,0.740779666579271,0.7441906674626,0.758414647621143,0.779027229525734,0.74440953021107,0.843039432257451,0.855011102793976,0.798515677486866,0.771268402749425,0.764776039133442,0.623087414253326,0.694449838196967,0.774805331800214
"039 Lamp5 Gaba",0.297738073177766,0.258412898904191,0.316440233224386,0.235249633582215,0.295610321070512,0.225272402906622,0.300542011197929,0.351719085316955,0.288762246856523,0.278466427365458,0.337689707513822,0.269394163215025,0.324419775776599,0.157108747431725,0.280794296032621,0.259009700443248,0.306996478970641,0.211268729472634,0.184453783439243,0.174253219311716,0.234318396590327,0.12806933399535,0.293027789112532,0.157258246499382,0.15598102170494,0.182553525669706,0.181197450798573,0.125748644257478,0.164578990508059,0.228849460282505,0.21792356739252,0.325080403390428,0.292910419809546,0.331426329889868,0.342999189699845,0.389894568545068,0.365427685496271,0.538413123267657,0.41245716148198,0.334221716293336,0.198365209936929,0.449331535112309,0.303278499760067,0.363109545970995,0.34401003290277,0.354359369339182,0.261474590798721,0.142442155833922,0.225586475225592,0.273984531828856,0.355803561087455,0.346716717833717,0.260068603594091,0.264998817030762,0.897482447307923,0.915454890867896,0.92856797425044,0.917654082656899,0.919384486242095,0.890841765415725,0.907035314165149,0.903946275742916,0.948194177516707,0.910015038001748,0.953562185671235,0.998345509465542,0.987939984278151,0.992085062608942,0.958511349583631,0.893840241799159,0.758856426556782,0.876082832886074,0.878009762103238,0.832021551173753,0.85637484377683,0.816253541959881,0.848477010635905,0.816078612797173,0.750035265172495,0.741810312767921,0.76416599167033,0.730396480609789,0.729043774970043,0.722288570161334,0.730853649379545,0.73082403639128,0.756559306114808,0.783954271974514,0.758721648064217,0.740251555922654,0.749672549008824,0.768018097482445,0.736011618333585,0.729151284280609,0.788077200239372,0.81844347268146,0.846358012031837,0.661672926299523,0.741731899617237,0.722269308462233
"041 Pvalb chandelier Gaba",0.402915238607804,0.145444335507745,0.274532631138345,0.280242220477643,0.338247174922362,0.293978588129275,0.268778757972566,0.35383788171893,0.301763442317685,0.337229654836768,0.324942777531462,0.29376805641423,0.358859917057934,0.131056188983107,0.409864697473804,0.337612371855207,0.217543248179507,0.38486709089325,0.369321647293337,0.439243086325054,0.519100418364247,0.492146685957228,0.18957953749827,0.305464228158434,0.200843991042555,0.199996864323649,0.227342856784316,0.406094537075136,0.214732587641973,0.224162206178506,0.130785990409559,0.11781742260479,0.140530761741586,0.187382667743711,0.109522636947949,0.172381021973494,0.266078465147425,0.397257062021073,0.0960244859713012,0.173516080679658,0.16022276888286,0.475015189811509,0.216300235810804,0.201114223381503,0.19509130743208,0.213258450328065,0.141534649865026,0.191940014084313,0.113667975190404,0.169792721920487,0.586851569568173,0.632165062893279,0.496491736824967,0.444742834773539,0.746617655696189,0.841697804259065,0.875122852705215,0.804037297299491,0.785594456765487,0.811731210123939,0.85731097117125,0.902427359598703,0.878803246179902,0.835386738423196,0.91136838883223,0.882316875933785,0.95596632334715,0.934240543395709,0.772848624199766,1,0.91912587384204,0.975985481049659,0.957521567987467,0.940501012990836,0.956974047831873,0.902541030514637,0.945970883181335,0.930939431575738,0.72532838672304,0.771393676627184,0.721989347663416,0.73656084548986,0.775849918638249,0.74556685017625,0.727298754631835,0.735653165512132,0.798329651394131,0.835054543594766,0.776206139904003,0.791915421830193,0.797246481891793,0.84214936309104,0.7649136779496,0.723479088351727,0.832810885387453,0.809336819558016,0.746846801437338,0.735487273062736,0.751347697528641,0.778103624332064
"042 Pvalb Gaba",0.271316717456698,0.159046436467285,0.24314783991679,0.158153706268284,0.20129847654835,0.219114984186346,0.184793792224676,0.260333211818619,0.220761160519419,0.24596926833932,0.243219072761691,0.299971386243158,0.243440892193768,0.210868549166448,0.347242348795641,0.253224940602581,0.197738102114907,0.306065242365123,0.269156688547522,0.462623492215808,0.50561057713631,0.414551474039498,0.134905857105178,0.248275040565707,0.203955161304059,0.142520913915554,0.162549231522887,0.297509424540184,0.208663655674917,0.169702112037084,0.171749513501334,0.151634581369128,0.135212890684488,0.2458513441529,0.204504770014561,0.350421891900777,0.316591125916413,0.336383888907462,0.191914067386969,0.188537555477636,0.126317671012537,0.360060785991522,0.263820156297766,0.31358496004369,0.244447461504693,0.299988261132784,0.239876967590458,0.157419339185179,0.119211454902756,0.165383675992663,0.610979282797019,0.702531157944973,0.62863733832197,0.528819786001298,0.714063387342429,0.733062740990432,0.774221872313618,0.732867165479933,0.734103407949698,0.724597630812701,0.763173958851283,0.802602672364333,0.768557772476881,0.731422841367319,0.803154692256807,0.855526589112817,0.901185894944929,0.880243557983378,0.728973399873042,0.973537302136414,0.98424872234655,0.987892231205077,0.994185767036258,0.995709191102958,0.985915749989887,0.97747871427133,0.981593272542192,0.988344659366002,0.857225955589661,0.930709692163025,0.90797773641937,0.856542667062625,0.859853728336642,0.843392245001574,0.853400169277183,0.853940233200404,0.883202283164857,0.955619049515957,0.895028259316833,0.867743570728396,0.84733980106025,0.900389213114978,0.783098745510958,0.796425390568678,0.746174819145113,0.830887614523823,0.822104684029363,0.833929777423446,0.814145617018607,0.814609090372162
"043 Sst Gaba",0.145511466880851,0.237960766082554,0.159354352473369,0.165401311785592,0.124770530317052,0.0951812201272255,0.143899380180222,0.0552603799972883,0.0667482245333853,0.0598347696719268,0.151580718044491,0.0980617143810094,0.0752200911215541,0.224586596347266,0.108197750385487,0.123254725520503,0.177325676488551,0.254428990543999,0.258295968943948,0.289007265570929,0.317420472923694,0.289337441012393,0.247805831889231,0.293613282806219,0.239273705685845,0.289217669507674,0.340697760428941,0.299923375885589,0.249030782708717,0.262803415795545,0.228126200081455,0.3191870151612,0.357138107423979,0.217735134253689,0.214479777056346,0.150089207841291,0.151191870062965,0.143852514118944,0.283872818477981,0.244147574746357,0.522264028678852,0.590916266058053,0.21979177204294,0.187997419286918,0.138883580456788,0.157344521053345,0.226759208988885,0.354297896003648,0.389689196416084,0.225619310765418,0.741073017780213,0.759797930708893,0.742736340470167,0.669150657812665,0.843847026492181,0.807374670654566,0.776145382118529,0.821702835196771,0.816218103330099,0.828523393866821,0.809596290446918,0.781110140724297,0.792340546468286,0.828695771796901,0.77819588356697,0.768825703946502,0.749745186094786,0.751286436737353,0.815311014083014,0.789930830010719,0.885960637605689,0.850861703909917,0.860502710173092,0.880591416218398,0.871824911222243,0.891443691533313,0.871970283325793,0.88263905567523,0.984184141043078,0.932057186552236,0.940194788394412,0.994661040801495,0.986549856726569,0.9807037202802,0.985023629721368,0.98910157047585,0.967817413371477,0.917506656381149,0.95763883413889,0.962114075362839,0.968480218309779,0.946568018821,0.943852954066408,0.748882022199384,0.75139217419133,0.747971357433094,0.740744292636738,0.751924783737083,0.73845392805458,0.735629488515064
"046 Sst Chodl Gaba",0.422286520350055,0.350855078486328,0.342592390096259,0.405156714339335,0.377220875628193,0.364958684021963,0.318254679682917,0.255833225268413,0.318699847761509,0.347381203283988,0.0716456231953157,0.237945308382766,0.344167007356642,0.359749985486428,0.136394044862679,0.244111378539349,0.26981444409945,0.055918621476627,0.0859455088436926,0.0737871556413297,0.0743317108390767,0.0880137457654058,0.266970065336957,0.28676353044369,0.134529847155231,0.183139634239962,0.0990245689916151,0.0566510416096224,0.131363364709579,0.0670037325965268,0.254584787146531,0.160211471193084,0.290113939094177,0.0715680096103512,0.304132713544786,0.16206338171991,0.310963224329425,0.273915205200994,0.430919458869126,0.406084666077778,0.631028513256544,0.67758157621688,0.297055937457405,0.190028569455557,0.313758618465332,0.183481235264222,0.213531700798848,0.467664155241492,0.564337593609821,0.406598217622876,0.751477373257227,0.735208693018971,0.748248083020344,0.629088343793986,0.890386793978302,0.80840280640563,0.794236920890395,0.821078697173398,0.854912641500749,0.8550242442598,0.820422744591958,0.735909330970986,0.852643579687707,0.894889950224728,0.822177846720624,0.706194576391192,0.736062541794809,0.734544561139528,0.831722911100961,0.727190538403403,0.811709989291662,0.71564256321483,0.729727361816312,0.753027639200188,0.76135727551276,0.792753025360524,0.793492108518359,0.767781625943666,0.933655283960646,0.859879914605355,0.884432216937996,0.920240281643027,0.896288401801458,0.898084360345256,0.922696154841787,0.903443541114541,0.952548932720406,0.829292494235129,0.902858709002821,0.981274416093624,0.978100860665601,0.941991179234445,1,0.689218677007303,0.926095849255087,0.857344284658483,0.702032792895549,0.715904608589336,0.708289728551638,0.745468859259861
"287 Astro-TE NN",0.404753689414958,0.166207626754845,0.119161535635345,0.237396598255816,0.276728006492477,0.297128863138708,0.230291289095246,0.441013026135298,0.398583092362293,0.434176871693796,0.296821151002913,0.180081710410282,0.30297600556344,0.25752378097863,0.441535082124026,0.410836522508703,0.162780543536383,0.178260836635908,0.199879510844001,0.437880205563224,0.496034294437159,0.358664729564167,0.129926907626487,0.25988759401929,0.194472134947058,0.183660160009984,0.266559536409596,0.371768657746821,0.427953344514355,0.370188184015616,0.299481043365969,0.338879542644203,0.168713065224475,0.430294901812989,0.269685232688269,0.252609878881536,0.282701185616644,0.206408298970735,0.268330808332212,0.240007633543268,0.525619682068706,0.641129030819696,0.43515604435923,0.492732007109481,0.455901187776976,0.487704764364345,0.506700115256308,0.49828091460787,0.290574142564377,0.371740033903436,0.499898727946566,0.550538516555177,0.534834639257725,0.508846589670335,0.70887762037228,0.728748754382785,0.737264191018796,0.723190518682642,0.725606075541751,0.701242022572823,0.739960215619647,0.709812170906419,0.835729522852826,0.733212130172976,0.821980761349538,0.704582533793539,0.723607490674974,0.722632896970314,0.668836421380056,0.706672686223124,0.730694464828688,0.784109426342522,0.776512053002066,0.770365747910449,0.775378809321965,0.755573555505054,0.749228470738746,0.769019332135708,0.716572246970153,0.707577839514575,0.69888585619447,0.695648843527599,0.733400279634285,0.716653481526577,0.71730285577324,0.741462781621296,0.725073335830922,0.713015727612313,0.7236477708109,0.727683023637352,0.753482002384351,0.742629761448493,0.707891387842236,1,0.98213181790015,0.970111038160233,0.972296882239151,0.979232092011499,0.97306244475585,0.953727357851047
"294 OPC NN",0.333275461701603,0.183375792954403,0.260865031996035,0.39492833460087,0.380275418775158,0.429482452045602,0.362896288515046,0.376699199541917,0.436739207948016,0.406055119158397,0.26249275019667,0.282108919853369,0.380065750779709,0.230610332240398,0.223720934170228,0.250960883834484,0.215267005400581,0.136168980677701,0.141809002573444,0.284830529024874,0.220459492930838,0.200235612221521,0.182276728674418,0.143948294855915,0.1489208248311,0.165003695992446,0.247677372864945,0.218170160000047,0.229779547103152,0.222262278571684,0.356434475915967,0.284438573365064,0.271889168353051,0.22046159752313,0.248074341310321,0.175572487533041,0.181856269980933,0.214943186891295,0.303860037900452,0.297555834788372,0.526215673189972,0.580952631824299,0.354034924237584,0.306983623315862,0.4342321380028,0.315123338432936,0.352322684183558,0.445321137288194,0.489787708049055,0.479049855907923,0.605509382189702,0.568150011475185,0.489943633565367,0.628110855226353,0.859380494633548,0.883435507737689,0.840966841557529,0.89464155958373,0.853989696446168,0.885922335796176,0.781711188846422,0.785253038741656,0.767452472401886,0.85147044786452,0.73744869356245,0.744605524734482,0.719243543691866,0.731873344218844,0.845335655764534,0.757147513319797,0.73218592577339,0.734764066889362,0.724734754626338,0.718148333023605,0.723799853505628,0.72584271417656,0.724916595509396,0.719558667516401,0.7185266717084,0.691829409139706,0.727690233399963,0.671855626420266,0.719525456764574,0.718797709426882,0.669853982170584,0.687853425442409,0.736059552562486,0.735924307693344,0.745533316531903,0.708395036244724,0.747313401820923,0.793474726088159,0.889989759731725,0.985869444109923,1,0.98851385986037,0.970559859419528,0.95313874600665,0.92803716621665,0.832814695216616
"295 Oligo NN",0.251779901346616,0.340488899398516,0.237629534830259,0.298472084097128,0.31864745746792,0.38664931439389,0.335861471037879,0.460631359033544,0.46598947976655,0.462770697490015,0.351674435189082,0.315544272994121,0.376843147230234,0.305739721970998,0.379818629125583,0.353756730398944,0.250912250625711,0.290205233636686,0.282351057328759,0.37245874819194,0.305276568878018,0.246233511053356,0.299219229226888,0.318384671155942,0.274012665739684,0.2340657507941,0.230069254819082,0.251096585477171,0.311469541472093,0.335152372305626,0.325767017374751,0.279724387189655,0.204742178335432,0.353767631987435,0.29203417205107,0.357047328733387,0.280897788977295,0.242027764213567,0.251285396319444,0.291986339732672,0.217690260573325,0.185270997081129,0.479861864595818,0.511413579320269,0.461827301256398,0.496819454118886,0.469552502890438,0.333990171155189,0.295389247282488,0.368396563131782,0.185540403241476,0.214787008476028,0.276131971927256,0.240274147816293,0.714525306171683,0.66673722863585,0.740935819052899,0.731000831107328,0.714412576705346,0.659935960295962,0.683859365283107,0.675669701136074,0.759665835235764,0.703740794227286,0.767995482633321,0.770054102623807,0.810531668833563,0.800048271531606,0.692785565187397,0.731241147083902,0.771927340245943,0.80557646253568,0.810296976020462,0.788292261908176,0.775627337126693,0.784946304799949,0.732049905232633,0.803358421398855,0.714990312330042,0.698947861261554,0.716297695533742,0.695340610169326,0.709377709642772,0.695536698043504,0.708228400451363,0.707757650941802,0.738431062899113,0.750304145485258,0.757971556577794,0.723431607728952,0.727203663898408,0.733690261508568,0.735135131438909,0.974491457504951,0.975669956147534,0.992998230442183,0.999918649428883,0.954175389527269,0.971203072159672,0.971000818297467
"299 Peri NN",0.414659872187049,0.351108876870269,0.130697138156853,0.277982569099358,0.275785030071118,0.330122310386393,0.271273589523172,0.461412942281927,0.400459788779169,0.416734527141446,0.471268248672486,0.272922376143365,0.379083358500026,0.428900325497734,0.646412857964833,0.562689864107884,0.276594048094285,0.580894713960672,0.59276908300961,0.674817530862005,0.693443779387747,0.641759400891623,0.336817595057871,0.374953452965172,0.546047487071191,0.430443888536191,0.503217465380146,0.643543757637753,0.623053584973003,0.584610343543564,0.286049072263333,0.418851964807164,0.313176697621594,0.539284640612248,0.227547662426293,0.262968155638116,0.158224642861176,0.171378123643521,0.177450877245119,0.177994086610127,0.168919693603256,0.344712471996824,0.416259903482054,0.472094949078287,0.402439703554092,0.469049184648224,0.461629047985311,0.267308626994948,0.20340819778128,0.3219634032846,0.210094897632287,0.318221417528905,0.252756162821994,0.301447889401162,0.590690939084831,0.481875879536207,0.61027753195703,0.611497536188369,0.607318313832028,0.347170077529036,0.564070953267149,0.536334791134324,0.6191129732454,0.40715734646427,0.696373250195534,0.672674169070538,0.690469231398969,0.687981686899068,0.440020444358001,0.754548234396018,0.775441079431287,0.787074768040481,0.813201371087761,0.814449040285661,0.784161866214451,0.7916714782681,0.764593852325253,0.800372434558609,0.657851540967316,0.615415671675042,0.660617279156321,0.645608498049336,0.652124041425182,0.598390004023315,0.692095406165516,0.690586214049207,0.723069433806923,0.757006391728068,0.749752458683302,0.688837569606213,0.71084263928807,0.712321482931521,0.702665590616856,0.987783885441284,0.94141753070812,0.928232792519968,0.971721481568054,0.999971731683794,0.99020063841916,0.976335008233014
"301 Endo NN",0.401331376555148,0.256615380139102,0.159840596200701,0.241366483027286,0.314393571540441,0.34476258870317,0.257210853904223,0.46541152858856,0.455210892869843,0.46835285945681,0.358133202336551,0.367952831875521,0.361081289782269,0.369596076562734,0.466191834306494,0.412811964592695,0.190907817327832,0.417078634519927,0.400963839351745,0.651264213222875,0.672052861769031,0.541944329887652,0.225092345753572,0.315028079608907,0.427709409084028,0.292142494223662,0.376156096060359,0.486656872006194,0.495673942413835,0.510333904533372,0.282544827537077,0.369602189121004,0.226985189263013,0.490646719569488,0.352012575272787,0.387438830109448,0.359098966697596,0.217162589159111,0.274930962788353,0.275387932421364,0.339857897360614,0.23891344713657,0.570074017681397,0.600237453619826,0.57618379340104,0.597170006784194,0.546258897522001,0.452746290817555,0.446749566450116,0.505406080684099,0.25411462632828,0.344597804374717,0.332994064810661,0.349210131626015,0.429500949118758,0.398930780971658,0.522725808409109,0.476298688609415,0.453967894432608,0.367053827229226,0.454815707222291,0.500433138237156,0.674731898367576,0.579883331463244,0.754865135647525,0.708575746523202,0.743143632348708,0.739906535006139,0.374602411000418,0.73322384333394,0.773213720753173,0.784884575627322,0.783190019256733,0.795062764403234,0.773251373899071,0.768456750813297,0.72887616611628,0.805446099502774,0.715683767563157,0.685395144947843,0.655754330601919,0.700529029061683,0.71700812282323,0.680718584427476,0.735871392660468,0.734750182724507,0.712159180740163,0.716400769300278,0.68423207976224,0.70781655381416,0.71476867426612,0.674916391319865,0.688762951612773,0.972803896070175,0.941254021135659,0.959069298649071,0.967485006188648,0.986185680113721,0.999720239428641,0.982547054694349
"302 Microglia NN",0.379931821808409,0.341710243815848,0.241816422177393,0.21331795397021,0.215197891202183,0.359453215405742,0.261671152454615,0.432157264913332,0.418855436754521,0.388330728414739,0.412188083505624,0.553722824440279,0.312975397801699,0.425631501575228,0.432869134799534,0.42417588767082,0.33164491506192,0.39437868315005,0.41674161723305,0.491375888036659,0.508326387374074,0.350297984647026,0.355020849204505,0.347467679800063,0.551254511108335,0.378059024737586,0.37652984213306,0.403440967180071,0.491845074869984,0.500318706891785,0.328037921949393,0.328610487952826,0.208692892286687,0.477593319890839,0.340159290642663,0.376932130080602,0.280722709739512,0.161875235398444,0.18044122631422,0.218756705850854,0.301875736050995,0.26221253867408,0.547968471512416,0.612292758223043,0.486933297066647,0.558541357167966,0.516364056066445,0.326176314031852,0.397845963572489,0.435658566753248,0.063457891160486,0.173992738620129,0.126496257120109,0.137826264907317,0.50715574545572,0.52600357525729,0.620751106880308,0.552031478631777,0.528993888933881,0.509413193531554,0.612864234966016,0.609530549479673,0.763224744259525,0.594972340429804,0.816735757078784,0.692968340739657,0.732182900661034,0.72787259370319,0.420561624074348,0.792121821151409,0.758308086761768,0.804448974525939,0.799787174961759,0.793025053555865,0.788241232587669,0.786838819297227,0.752406618599268,0.820205183449845,0.723124821785798,0.680494565859856,0.707895935373957,0.711849317874361,0.674109503636393,0.628062244359776,0.724992820089621,0.704279762414392,0.742161487578414,0.747906093904473,0.745622368074814,0.752695781705433,0.736566357088801,0.723096208666432,0.732615114961055,0.971155415875137,0.921279410132968,0.973856509474366,0.980965974217953,0.97975396414064,0.990951562570539,0.999945991451807
