"query","0004 Car3 Glut_1","0026 L5/6 IT TPE-ENT Glut_2","0029 L5/6 IT TPE-ENT Glut_3","0034 L6 IT CTX Glut_1","0035 L6 IT CTX Glut_1","0036 L6 IT CTX Glut_1","0037 L6 IT CTX Glut_1","0038 L6 IT CTX Glut_2","0041 L6 IT CTX Glut_2","0042 L6 IT CTX Glut_2","0044 L6 IT CTX Glut_3","0049 L6 IT CTX Glut_4","0053 L6 IT CTX Glut_5","0054 L6 IT CTX Glut_5","0055 L5 IT CTX Glut_1","0056 L5 IT CTX Glut_1","0061 L5 IT CTX Glut_3","0065 L5 IT CTX Glut_5","0069 L4/5 IT CTX Glut_1","0072 L4/5 IT CTX Glut_1","0075 L4/5 IT CTX Glut_2","0076 L4/5 IT CTX Glut_2","0078 L4/5 IT CTX Glut_2","0083 L4/5 IT CTX Glut_3","0084 L4/5 IT CTX Glut_3","0090 L4/5 IT CTX Glut_4","0091 L4/5 IT CTX Glut_4","0094 L4/5 IT CTX Glut_4","0096 L4/5 IT CTX Glut_5","0098 L4/5 IT CTX Glut_5","0099 L4/5 IT CTX Glut_5","0104 L2/3 IT CTX Glut_1","0105 L2/3 IT CTX Glut_1","0106 L2/3 IT CTX Glut_1","0109 L2/3 IT CTX Glut_2","0351 L5 ET CTX Glut_1","0352 L5 ET CTX Glut_1","0361 L5 ET CTX Glut_2","0362 L5 ET CTX Glut_2","0377 L5 ET CTX Glut_5","0379 L5 ET CTX Glut_5","0421 L6b CTX Glut_1","0430 L6b CTX Glut_3","0433 L6 CT CTX Glut_1","0436 L6 CT CTX Glut_1","0439 L6 CT CTX Glut_2","0440 L6 CT CTX Glut_2","0441 L6 CT CTX Glut_2","0445 L6 CT CTX Glut_3","0449 L6 CT CTX Glut_5","0452 L6 CT CTX Glut_5","0461 L5 NP CTX Glut_2","0463 L5 NP CTX Glut_2","0465 L5 NP CTX Glut_3","0470 L5 NP CTX Glut_4","0497 Vip Gaba_1","0513 Vip Gaba_3","0514 Vip Gaba_3","0516 Vip Gaba_3","0522 Vip Gaba_4","0527 Vip Gaba_5","0529 Vip Gaba_5","0533 Vip Gaba_6","0547 Sncg Gaba_6","0553 Sncg Gaba_3","0560 Sncg Gaba_4","0580 Lamp5 Gaba_1","0581 Lamp5 Gaba_1","0582 Lamp5 Gaba_1","0587 Lamp5 Gaba_2","0605 Pvalb chandelier Gaba","0607 Pvalb Gaba_1","0618 Pvalb Gaba_3","0619 Pvalb Gaba_3","0620 Pvalb Gaba_8","0621 Pvalb Gaba_3","0624 Pvalb Gaba_4","0625 Pvalb Gaba_5","0628 Pvalb Gaba_4","0631 Sst Gaba_13","0638 Sst Gaba_1","0641 Sst Gaba_12","0664 Sst Gaba_4","0665 Sst Gaba_11","0666 Sst Gaba_4","0668 Sst Gaba_4","0669 Sst Gaba_4","0673 Sst Gaba_16","0675 Sst Gaba_5","0677 Sst Gaba_5","0688 Sst Gaba_7","0695 Sst Gaba_10","0697 Sst Gaba_8","0731 Sst Chodl Gaba_4","5113 Astro-TE NN_3","5146 OPC NN_1","5150 COP NN","5152 COP NN","5155 MFOL NN","5158 MOL NN","5182 Peri NN","5188 Endo NN","5190 Microglia NN"
"036 Vip Gaba",0.266391344270967,0.239287792253176,0.378456664879075,0.312037652755297,0.315279314019355,0.327666755035376,0.304975185191449,0.217569328028486,0.261671275394671,0.229004369650929,0.28445214170573,0.362947074956132,0.290433714851651,0.285797547914124,0.212377966645901,0.228736724655652,0.186818269886909,0.359069148546552,0.277025022534261,0.226333908963035,0.304771855715484,0.197711445252992,0.262958496495811,0.296076655288299,0.126691826169149,0.366345029339663,0.329151454796713,0.264389023094436,0.218987980753824,0.32329934554051,0.307720038901748,0.43153592266696,0.270141634582452,0.372012911068942,0.19686579394793,0.161932073591318,0.120323387412946,0.140879188013248,0.301937759922326,0.160514603149871,0.201767129432108,0.143086534947102,0.151925861500017,0.108864945733168,0.0954934084190128,0.159526436670926,0.118769891423958,0.145308376181732,0.171104647494103,0.224758869785343,0.162268555193777,0.625565925410732,0.627866706193529,0.540131897297127,0.455074323279121,0.973518531226598,0.990659310300099,0.98333734484828,0.984894393826494,0.98415523175482,0.995658820946588,0.990808869970773,0.976240307017088,0.947471800979724,0.957487215524769,0.934706258544312,0.918665670817922,0.89475734020443,0.908201159189712,0.953718533269522,0.847958930267075,0.781612301951765,0.734315716816824,0.730527582053829,0.737494782475828,0.72811801619298,0.722034987485728,0.721246486192468,0.732739722794067,0.783724852807607,0.778243214017836,0.784003804252227,0.805326146576802,0.796169801274274,0.835725612458771,0.81301252423461,0.816553912279288,0.763070240207063,0.740998330729289,0.772822164108586,0.788279142074876,0.791611208435869,0.752745606771242,0.833563077715497,0.730983169645913,0.862235605769958,0.694259014018175,0.659668124470351,0.710497581756814,0.734161264675309,0.527925517810237,0.453230328726094,0.576553239054938
"037 Sncg Gaba",0.39562017848874,0.307533049604578,0.372331773451517,0.36832460622643,0.33572435491248,0.353259680672677,0.264617557629095,0.23146414022483,0.332416276172272,0.303559539232308,0.151969973423177,0.408684588792123,0.314586474995059,0.290099412779151,0.150403910248739,0.259398654907758,0.187759988245701,0.294129944390156,0.250919191167767,0.233827166264711,0.186217179001424,0.196186527717218,0.176619179227914,0.296211379641093,0.248333315137096,0.331239337265862,0.284563012428611,0.24643611630001,0.210400788817025,0.246028147613089,0.258258960497972,0.300527762643934,0.210071870872263,0.261437022850675,0.239522830408779,0.32090721687467,0.293810611135615,0.287609633356437,0.364510222603253,0.360559693061397,0.349690814357047,0.422736961548549,0.548551980360518,0.0767262871683618,0.0598968161480739,0.148236202221247,0.0933036297255086,0.0738952356442521,0.137895855561744,0.289430219310367,0.17826046357772,0.389700705775063,0.342306172315344,0.221553966074692,0.0991038195169233,0.938568120245577,0.936726443702251,0.951787728141672,0.921449030655686,0.924110366376231,0.929754792274553,0.951313919820766,0.970093084975966,0.997904721244163,0.994309175459835,0.997914283177666,0.924144507863589,0.923331624989317,0.931078270972862,0.944439717014304,0.88389384874456,0.786733420077834,0.73824793723615,0.724903929796473,0.744654422415375,0.729867202545019,0.770017483408664,0.755383508820528,0.794957469788124,0.812404241032771,0.803157639452204,0.754274911430919,0.789729568901799,0.777672948249705,0.763281892794584,0.781558083245339,0.770179971234014,0.757270218522162,0.755322661414958,0.759578080228984,0.773826837379236,0.783718943025189,0.755560340465757,0.857642435470941,0.85981666810019,0.791140612492739,0.800187651098356,0.736621985960245,0.776745800285045,0.781092819442409,0.641530543602421,0.696414035642404,0.768504230808972
"039 Lamp5 Gaba",0.322435987351839,0.258988915330316,0.285521610935614,0.237098893454749,0.259348824503819,0.187871768385102,0.301312267860721,0.33902257741828,0.265627028962443,0.269734867681444,0.304301076680868,0.244620205424634,0.280255855030079,0.122080923302741,0.296667878096692,0.280965092116778,0.229228179639245,0.294380141626703,0.20719334595298,0.183339490468871,0.177787657748346,0.236211805556006,0.148888338730746,0.294226080100102,0.162726539110619,0.154369555884441,0.18963690747807,0.169888524014525,0.148389063357689,0.155099990150583,0.180893702194776,0.184117251989657,0.283924541975624,0.260443801199574,0.310633658442589,0.330531740777598,0.350901399016173,0.335676222194011,0.505916039123853,0.351716838218212,0.286651946301767,0.185187361570788,0.413389654916438,0.293058411680797,0.331356584287272,0.332341096133821,0.325652527654262,0.223114107077738,0.152846180374067,0.19396532125059,0.252846577459126,0.411328922904769,0.397464624731894,0.297322576537205,0.253326361707264,0.888115368089118,0.910264080954249,0.925089407267768,0.915465199828819,0.913749978194779,0.884900466340314,0.90060191497234,0.901120002417672,0.94511054772886,0.908508588292606,0.950643440493605,0.997971819063496,0.988154582639994,0.992528095033547,0.948329702200599,0.914899168526279,0.760945231497024,0.891318000513549,0.894854495516804,0.835404038478567,0.874072766282971,0.825841072651514,0.861013082080822,0.824708784296288,0.757510964495694,0.758138276325082,0.77607880519051,0.739978384323404,0.728648540294374,0.726261946907092,0.743299604914127,0.739727365676818,0.76599764984991,0.790967657356934,0.767096283922993,0.744969988209597,0.748716897833642,0.765436407373571,0.746930542673084,0.725760390947047,0.731628869867011,0.775526548238056,0.791349719471951,0.826234239837255,0.821196377895743,0.705045655234386,0.72838699913278,0.719517403621428
"041 Pvalb chandelier Gaba",0.373050213734888,0.178066038871184,0.264882513554374,0.248647874665294,0.302913190860733,0.270091844771691,0.222891279414255,0.301091018715503,0.266739549970293,0.286395921519015,0.295008866145455,0.30664225463415,0.32971630642697,0.178444486046173,0.378995277872589,0.326025155802787,0.341939494487113,0.230775933551602,0.391740299782624,0.381875813685892,0.434505786865858,0.475904598729182,0.493443838355038,0.205618211655733,0.303964896677994,0.222668724314167,0.230083788578349,0.243841781371886,0.39959679262477,0.24394496057491,0.224452870972176,0.145434193459707,0.0984916890638894,0.130806641194931,0.184369250510041,0.123529502055956,0.195177682058117,0.248488549574254,0.347522334991879,0.0933481233744815,0.173662065875244,0.136817365901462,0.421398919106152,0.174204297750955,0.173202447245546,0.153330969846393,0.190948605853306,0.127743264802666,0.18528339878653,0.117481206651781,0.14213892322561,0.572276960298813,0.63815777980759,0.51204987990195,0.404190285726823,0.734574750899143,0.825127380513219,0.858917080922986,0.797349387764188,0.790860465130783,0.807123942376336,0.848519328778519,0.893331785244484,0.873303018548421,0.83547675010735,0.918476495788854,0.872460427536281,0.94030213866885,0.915684075376792,0.757696162753126,1,0.929977940293257,0.981582612410935,0.964766892385075,0.952141845374323,0.965675414020134,0.913132704366762,0.954842770118323,0.939565331460507,0.734801891493065,0.758637187416635,0.737507857952084,0.73781048945671,0.778710567694594,0.755101395979195,0.733033117066776,0.74663656713725,0.803376507259278,0.843936069538742,0.771549017869526,0.788393487071069,0.785953530251224,0.84075877580518,0.741969532391932,0.745911915960876,0.793007730191137,0.797346683791239,0.766365448908803,0.741953322384057,0.733544602724332,0.781115062564183,0.753730017806691,0.797225610157697
"042 Pvalb Gaba",0.24074145162975,0.150984052788932,0.231073629842837,0.151680967829469,0.201603304716027,0.201563165023179,0.187371605144751,0.206622648080544,0.192310980746203,0.253283188289473,0.241584746938253,0.284582814320633,0.226929146431238,0.208617605506836,0.332279705893158,0.229863758628744,0.290120855644003,0.201055016080576,0.300144252501145,0.257244994607457,0.390523796539251,0.456996047335515,0.371057470453674,0.137590646023418,0.223305409784698,0.167463673604672,0.146623082050134,0.152381301863651,0.266992351627655,0.20102459660903,0.158990231246171,0.192043662375843,0.178976810631803,0.155957685885814,0.245175508042658,0.205173977539112,0.343520012090292,0.294642881355072,0.313899234680119,0.176180501821322,0.168512764851608,0.168247527271723,0.365162832241467,0.262037467963749,0.298019398607223,0.245211881704417,0.288098836336693,0.25572211475948,0.146245861018731,0.154503384456112,0.190849465490539,0.611875469863714,0.697141506240215,0.629507903200154,0.515199574042123,0.710183321895694,0.727614086317143,0.752831825233171,0.726223977387964,0.722803054254577,0.721067952134217,0.746738993736965,0.79231783427082,0.760475897772972,0.724003560381689,0.795221721509946,0.840715490098398,0.880739885025575,0.860424393696971,0.718911640029546,0.961685699710318,0.979902203668429,0.982970046347097,0.991497080577236,0.993610900738849,0.982138179068076,0.973403439744607,0.974985241222899,0.984368186847213,0.858321154638383,0.915976812255341,0.901390064473191,0.847140373784758,0.858144454312421,0.837886142786069,0.846255571533478,0.848759577330565,0.881628430755118,0.94376916345698,0.889385405590436,0.863109881503875,0.843078771093124,0.892057436272354,0.764351958241577,0.786268277485609,0.735598717621984,0.816651729403314,0.826842747091788,0.790653839252655,0.80510789102444,0.822744001733171,0.800716072932665,0.794174344098278
"043 Sst Gaba",0.1555667910444,0.227922242514495,0.188521882146216,0.174284268747179,0.142125703794644,0.101730074132499,0.175177710156078,0.0723071916422182,0.0652996216346347,0.0526867416359823,0.165216108763207,0.113500173878422,0.0899735071949906,0.221971215808572,0.123195642571256,0.118714494548069,0.253957683064525,0.19756941191456,0.229109891031322,0.259623077526921,0.275551486049256,0.267602793636549,0.284047561638817,0.231032569485583,0.305334046799841,0.217148593297753,0.273259657099506,0.308864993460479,0.289462652765188,0.204049564851127,0.240551538696885,0.22566592902471,0.331826425681878,0.348627346957072,0.214700703375435,0.219689267340901,0.165018859363983,0.151621081256633,0.165276910020437,0.289049722495707,0.239609649852825,0.524035409806763,0.593235549562289,0.198791880826329,0.177254954126623,0.116612241827079,0.139874462864698,0.212797347793551,0.34385189667697,0.384745016891712,0.203254412195551,0.732337605678385,0.747825720030423,0.735138655089969,0.65221788885606,0.831389382131748,0.795634566089234,0.773082104289937,0.806624110657209,0.807297203616962,0.815795172158093,0.80342876648045,0.775126327119229,0.773915317824048,0.811577322150953,0.766552532506373,0.770366434973572,0.744032711163935,0.747680754463434,0.804845962795231,0.785209864830621,0.887200854036903,0.857063659682401,0.863879879875581,0.884262108933587,0.874227502673957,0.89769471993604,0.880652092012571,0.888359349331463,0.98078176371897,0.940101811753548,0.946450226525289,0.994637428799475,0.982932497323304,0.979147588431518,0.984957681780265,0.99048677107833,0.967184968953121,0.926746089691492,0.959545013913898,0.961302972017254,0.962813699121345,0.947396667162442,0.938396711811974,0.737250209048391,0.745617129955609,0.742562912432525,0.711496251454441,0.726433239353223,0.734864238756339,0.724160377988506,0.715082643125479,0.727238319316191
"046 Sst Chodl Gaba",0.380073939211661,0.355405833362408,0.360397816585137,0.395164553148672,0.353343767793678,0.357664924620895,0.312833385889452,0.234892386688391,0.29297508288305,0.305551140878018,0.0721740926352439,0.256710009047844,0.329635520574054,0.352418987468191,0.111499702734009,0.198526693059047,0.213350861601016,0.275354375095975,0.0648102627142937,0.0964288798834905,0.0772275008107497,0.0690604896604762,0.098846042067601,0.281142732317937,0.267604642630938,0.147964135302282,0.203198205975449,0.0998308958328524,0.0579950148869212,0.105637794141857,0.0692934532333169,0.231537316352244,0.141873218350536,0.257009684943558,0.0494610606815812,0.281636747883926,0.161069521045097,0.303232243427035,0.246451425128568,0.393176828974034,0.390733847592185,0.630412122183831,0.663830210994622,0.245320656695953,0.161894621661525,0.268773199900708,0.16604914295661,0.178778899949783,0.467165607352424,0.571383569727349,0.395056863927485,0.74457676110598,0.724779085428349,0.735292178459544,0.611287262668867,0.879404474188116,0.790660670801569,0.801561168658647,0.823984248111069,0.843342040273705,0.847364516789672,0.824656399976099,0.749920726873226,0.847370126925909,0.885593190264729,0.820802703503045,0.720512102889713,0.750121556583431,0.753745782265972,0.822058594667848,0.747922323661843,0.819161234557988,0.723489014629008,0.729540917730524,0.752868977592746,0.761880990165733,0.805914511307969,0.799518172941016,0.772649047584085,0.944063963049878,0.878810545453233,0.881877146454347,0.929109712423422,0.902995826017202,0.903604017721099,0.930296000152255,0.912807019039835,0.957712764366847,0.84754977577797,0.916798451208523,0.981078264290448,0.979124046401455,0.947974044771321,1,0.696421276455469,0.894396241648696,0.868209456336922,0.776007461416227,0.72536188665828,0.69822871542686,0.702293673795158,0.709114217380642,0.751769127156187
"287 Astro-TE NN",0.408062890588331,0.166261882088232,0.0916381749657482,0.186174443465945,0.210754396092568,0.274770867924113,0.144428633874825,0.41493972675992,0.35109716435208,0.403968863853548,0.262573415450942,0.16535523067988,0.259846493873616,0.195547253410176,0.413067442969118,0.403170525081806,0.211766957228212,0.106461973883674,0.208365197112462,0.222898863149191,0.434982245135297,0.4956083049503,0.370513402306446,0.116813482566903,0.245612189544672,0.244482771444478,0.179984634233892,0.276858119806049,0.358623135634921,0.420503439123363,0.353963294176406,0.217435604964435,0.195806560832831,0.124514429894706,0.376031306535204,0.271903606341167,0.330270566207854,0.301664730176026,0.174162128815901,0.232535849876179,0.228618350544195,0.492084757332753,0.599216926226906,0.447476669606267,0.469227876574188,0.464237033344527,0.505112175890723,0.478618591407882,0.517328819603192,0.329833523635966,0.407958559744965,0.496698154173609,0.601058578171997,0.580488116257519,0.527142248858319,0.722568035611892,0.71669648340369,0.72454896756012,0.736460967308286,0.745607065822494,0.670473945784254,0.736278322541502,0.743710230907087,0.884413323664367,0.803672271830357,0.866054950192531,0.726692799069504,0.741578772159436,0.739716828451397,0.698388011642708,0.750600224697155,0.741540635510713,0.785798698292249,0.790224533127053,0.777078269522166,0.783956511764385,0.768565414160497,0.770915938769374,0.78398657763406,0.719427112683969,0.703275401480412,0.704169138271988,0.667684188778741,0.726384409628197,0.711295797938307,0.713021875803818,0.748010576801872,0.715093381625945,0.733454057826036,0.737498372938982,0.736621200203915,0.73234698877649,0.72893422840271,0.696500764719433,1,0.980599098760411,0.967826930787522,0.967111993208428,0.972962482694354,0.974254117897034,0.983197590439014,0.976112563429486,0.970193220808442
"294 OPC NN",0.266514442536733,0.205894569257328,0.25730623349007,0.389450874290736,0.376272296129367,0.415145374684572,0.333706579061369,0.34598527369707,0.422942228934836,0.389948958809379,0.239550440198688,0.259372580257993,0.386909764489129,0.299970115951203,0.204929438450838,0.258864372419455,0.168797371583702,0.200382892529609,0.153763151788837,0.159893854820686,0.208554912763694,0.167895204826941,0.189899119461918,0.20606529996125,0.130305360757494,0.157996192988395,0.199996369011588,0.306705859109967,0.231934198112345,0.259305203602578,0.243182295331178,0.310084914375496,0.257942969245329,0.252622489924748,0.217078182692094,0.31525310308768,0.179038294226105,0.25340425619927,0.261900264808672,0.363519391058247,0.378046087163421,0.550838007797363,0.599317531586288,0.295516667890809,0.23861787424768,0.38807936801342,0.28744605607805,0.308543950610803,0.414622750018972,0.479938104617154,0.437540389457294,0.555678597957681,0.507247163677604,0.42989241321747,0.585577859164649,0.867698412651895,0.885733685129516,0.851178993882243,0.89936430284035,0.870916049419735,0.886188094146428,0.820575052122651,0.796980389028409,0.790916110421683,0.851324554654879,0.756154376614125,0.749402362200293,0.720971343987028,0.730024540925603,0.851877708485923,0.782028177492443,0.731004728888387,0.706490681178717,0.724690762370378,0.716270294658041,0.73564880484033,0.741990753024833,0.740179681023209,0.718778106632253,0.730645158563317,0.695422766018022,0.737151510742681,0.675246952859126,0.739359267665649,0.74197952611067,0.66600928973337,0.709076130537449,0.73384805758814,0.760317296799879,0.768453305923302,0.71506936751795,0.765945710471077,0.807763811653541,0.891893572767122,0.980922691638413,0.999998773043772,0.98668109408605,0.974894508845928,0.965320200396547,0.964106420762789,0.95029038225239,0.917487488141747,0.865679333169464
"295 Oligo NN",0.254342325577861,0.298437674561217,0.210667202896375,0.287378170026018,0.28847524611096,0.358209816744028,0.27880638202076,0.429278861035834,0.435056151508391,0.429898618836842,0.299292999738891,0.30051664970302,0.350337028493011,0.255241267941811,0.314551185786365,0.318272835927905,0.243659407085941,0.222061421202911,0.250742055689772,0.229432315683536,0.302993313619168,0.277080224573554,0.165577507493158,0.282361185792703,0.277834687763275,0.274603774759953,0.206035458436742,0.231573088156882,0.19762600934754,0.267039882093159,0.294306418120724,0.280418822822787,0.242516060073702,0.196239463167128,0.31806190632518,0.264034193726113,0.3411502954797,0.274795442121173,0.20145299935441,0.21887123573934,0.258038250667772,0.228542940123186,0.239230920665174,0.490464179696775,0.515418758011785,0.470397764474448,0.503969366048303,0.464474400727852,0.322076204434417,0.287577585118213,0.416229474378345,0.20784063240179,0.301391001076823,0.363766469694012,0.313279892206685,0.721806816641821,0.713465566833049,0.744629510667102,0.762981838879203,0.72384888596594,0.676008946252638,0.701201608130973,0.685077771930895,0.777260033124534,0.71645990240655,0.799221231188027,0.796031785289666,0.849485797773051,0.834760021733748,0.714808782785871,0.746198312231047,0.789748586697257,0.83300396744677,0.831626926894922,0.793511120673848,0.805255379333149,0.79306151469854,0.762784153339214,0.82295758182026,0.719208412281103,0.71120219545726,0.722077155104928,0.68656779966334,0.701169554368238,0.696374621159308,0.705061931375116,0.72149854137989,0.732992515856709,0.767871194935566,0.764193519125898,0.731904304003327,0.732749563092122,0.730075887735395,0.735998159553285,0.974999679266329,0.970669072335693,0.992508611571643,0.99512498083906,0.999673435730599,0.998871502445869,0.9665241599203,0.973308575573363,0.975387891793757
"299 Peri NN",0.411286674629424,0.364706829539701,0.138412001265142,0.284936826640794,0.252540284369861,0.335793235728176,0.268054050285487,0.477372614285408,0.391121535773309,0.403735280842689,0.453525112117038,0.255654086755381,0.307694357607677,0.358022458015321,0.581898248632724,0.55052505966785,0.392404347431439,0.259582502609135,0.471048516414958,0.523430854745206,0.564016526205785,0.606922282543264,0.53244970435362,0.307149178174531,0.39411786119595,0.453076155868476,0.372935929495923,0.434217604787405,0.581592825705315,0.503476898374167,0.496749073670078,0.244975498842808,0.294794841934929,0.219212345429766,0.456927071492114,0.207787014362271,0.232938906243306,0.189334327712214,0.156154782344031,0.173299043873239,0.174594551321892,0.268605112431275,0.404594914964502,0.47755088892745,0.520309156903787,0.468253653011845,0.519527138804025,0.471155420856062,0.401013225810834,0.331936829880487,0.397864125467635,0.32437826645243,0.411483135412323,0.376734675331248,0.404161051753174,0.592962649097312,0.491982151743676,0.56059749119133,0.621025618456832,0.590508747037089,0.35065648391614,0.537030123580804,0.545553524449855,0.607526509811345,0.509981889262991,0.675296565746244,0.701890758641709,0.694681477461604,0.689947348470628,0.476086465174111,0.752900369195448,0.784143800506964,0.792472326400294,0.799447757367244,0.809333874139708,0.788588710587893,0.78424481534327,0.796763233453025,0.79771796405285,0.700585042869925,0.615381811374481,0.647224141928883,0.636724062410958,0.661980441594189,0.661396201827632,0.705117641562094,0.731370683803395,0.732099109079768,0.751747702210964,0.74402623468087,0.713103892340829,0.719088554570923,0.704985117069854,0.727791560511783,0.982198199191226,0.92056233106666,0.915768777631995,0.878201781044937,0.922354095211494,0.944136937221982,0.999982385904399,0.988826143245679,0.969477322854068
"301 Endo NN",0.437026845851072,0.285566365818042,0.152824997349162,0.220811950429299,0.243715657830456,0.343491273997403,0.214832777500964,0.461986540327491,0.428346677656066,0.463136893680054,0.339863770528989,0.346880895972707,0.301603424105474,0.328488169095075,0.434852077067552,0.442615171687189,0.294787917203553,0.18941788170069,0.36098256131674,0.344940543305432,0.53588722354258,0.607593310739383,0.479504138163807,0.205749759317535,0.374133493169215,0.357810621151679,0.223913813403626,0.280742533817976,0.3945662874798,0.40735702772907,0.426687349052804,0.202400109086349,0.240383798685997,0.145156675715475,0.426841593170703,0.310772137365174,0.394697535603043,0.342509807760298,0.163306521786038,0.246421102317224,0.242590289205438,0.285278952151796,0.233357750356657,0.564612895460314,0.585496587843979,0.547625006142019,0.605384407777072,0.557186626092946,0.490753094703421,0.44524496091573,0.511612229998698,0.266138302489406,0.426714489348894,0.378587321248135,0.364865757513673,0.538557095844233,0.530251340222682,0.528586980410031,0.570593843529494,0.523002991470115,0.400341907554924,0.487349646843289,0.585558607937822,0.695106788822924,0.62640358409153,0.766144988115512,0.740954969545283,0.779663869129046,0.761240894155024,0.48682426119742,0.770103478578087,0.7939257554156,0.82166221540888,0.792985552114568,0.803109532317534,0.788181277289967,0.770770674328716,0.762834712335779,0.817135265944251,0.745785983759551,0.696166732744124,0.664236948338281,0.708226255286062,0.717595351242098,0.67985736596367,0.739042431295709,0.748322298293577,0.723120252263792,0.746410997666103,0.732466576728702,0.727286612981679,0.706032406958621,0.689136951144511,0.724871846821265,0.974056486768352,0.901460649857679,0.957699895552678,0.964147802147716,0.975130154668445,0.970709120164957,0.990898457023047,0.999675796724896,0.985973132417006
"302 Microglia NN",0.400753610063394,0.357547995568899,0.254581911207907,0.250458254192085,0.256108861838414,0.384750280349437,0.265754943012352,0.420703264327749,0.422240518325838,0.436526981502255,0.391724012987928,0.517204052652958,0.31019310956297,0.383998386099446,0.378386930871417,0.406428065135971,0.253443426892905,0.326197340690355,0.380877639574571,0.414385245031356,0.425517453481049,0.465513488092657,0.328619788804441,0.35122190821902,0.345394719591016,0.508597188419999,0.355329323295209,0.353042146257429,0.391262950560658,0.451151501264316,0.483337049685405,0.324988771616559,0.317450606548616,0.237779380887078,0.451727511467603,0.321070182780858,0.342460305930068,0.304251839090719,0.164534025603743,0.200145783777472,0.238156062915623,0.252618779303029,0.254909010631052,0.535330437580096,0.591781002503051,0.50389063274186,0.554821571875821,0.503391352360627,0.355189470854913,0.41380035029695,0.464479139376228,0.0914995439304013,0.222749592387083,0.159341739283964,0.185777138017725,0.48145348503015,0.583149026252952,0.627014843226534,0.61813518277186,0.5619707684723,0.512637081500608,0.61079426276677,0.618307079841305,0.795533090023407,0.657392014389233,0.862520413130987,0.718122601644285,0.770643947172961,0.747605756330947,0.478177392536829,0.81990348387355,0.746449934421059,0.810488397496105,0.78353140382691,0.776500021233598,0.77407933441584,0.77495581255533,0.765355095396062,0.816513759197516,0.719494360676548,0.641258212619862,0.673062131125768,0.662708192709552,0.645218726662512,0.589144589574599,0.69415122768851,0.685498236997858,0.748472251886962,0.754632664152449,0.749570169569233,0.742530438366307,0.715794224600015,0.708338283673159,0.730695824064496,0.968156371560538,0.861248525127808,0.966405103302188,0.973145277316421,0.979102888010522,0.979164131812886,0.985029041575203,0.986753670339988,0.999970542643963
